casename,rgas,gam,cp,cv,cfl,sfac,sfac_res,d_max,d_var,facsec,fcorr,nsteps,nrkuts,guess_method,tstep_method,ni,nj,pstag,tstag,alpha,rfin,p,dt,converged,iterations,dro_max,dro_avg
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.3,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.51978921890259,3,100000.0,2.62244e-05,5.68508e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.3,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.68383836746216,3,100000.0,2.62244e-05,5.68508e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.3833333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.471776485443115,3,100000.0,3.28276e-05,6.25704e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.3833333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.41876435279846,3,100000.0,3.28276e-05,6.25704e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.3833333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.47677755355835,3,100000.0,3.28276e-05,6.25704e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.4666666666666666,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.39975929260254,3,100000.0,3.87562e-05,7.07965e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.4666666666666666,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.46677374839783,3,100000.0,3.87562e-05,7.07965e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.4666666666666666,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.464773178100586,3,100000.0,3.87562e-05,7.07965e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.55,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.33774161338806,3,100000.0,4.40506e-05,7.88757e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.55,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.41075897216797,3,100000.0,4.40506e-05,7.88757e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.55,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.25072932243347,3,100000.0,4.40506e-05,7.88757e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.6333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.32374620437622,3,100000.0,4.88694e-05,8.6475e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.6333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.220723152160645,3,100000.0,4.88694e-05,8.6475e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.6333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.27822971343994,3,100000.0,4.88694e-05,8.6475e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.7166666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.388253927230835,3,100000.0,5.3385e-05,9.44885e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.7166666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.28323030471802,3,100000.0,5.3385e-05,9.44885e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.8,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,30.026715755462646,1,92900.0,5.74626e-05,1.02255e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.7166666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.278218507766724,3,100000.0,5.3385e-05,9.44885e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.8,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,30.205768585205078,1,92900.0,5.74626e-05,1.02255e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.8,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,30.14175510406494,1,92900.0,5.74626e-05,1.02255e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.05,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.31123971939087,3,100000.0,1.07408e-05,8.67929e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.05,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.40427112579346,3,100000.0,1.07408e-05,8.67929e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.13333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.35926079750061,3,100000.0,2.33391e-05,6.1727e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.05,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.53730034828186,3,100000.0,1.07408e-05,8.67929e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.13333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.70133686065674,3,100000.0,2.33391e-05,6.1727e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.13333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.69833731651306,3,100000.0,2.33391e-05,6.1727e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.21666666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.52855658531189,3,100000.0,3.28488e-05,7.16135e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.21666666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.60957384109497,3,100000.0,3.28488e-05,7.16135e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.21666666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.63758063316345,3,100000.0,3.28488e-05,7.16135e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.3,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.57955551147461,3,100000.0,4.1504e-05,8.29488e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.3,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.61856436729431,3,100000.0,4.1504e-05,8.29488e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.3,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.599560260772705,3,100000.0,4.1504e-05,8.29488e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03981071705534971,0.3833333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.68557858467102,3,100000.0,5.18947e-05,9.5606e-07
